279,US,"A great follow-up to the winery's 2011, made this time from an esteemed vineyard in one of the coldest parts of the valley. The vintage was difficult, but the wine is rich in raspberry, cranberry and persimmon flavors, brightened by crisp acidity and finishing totally dry. There's no reason not to drink it now.",Solomon Hills Vineyard,92,43.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Ryan Cochrane
280,Italy,"Here's a delicious Soave with depth and character. Floral aromas of Spanish Broom and chamomile take center stage, accented by a smidge of exotic fruit and graphite. The juicy palate offers honeydew melon, white peach, ripe pear, citrus and mineral purity balanced by fresh acidity.",Monte Carbonare,92,33.0,Veneto,Soave Classico,,Garganega,Suavia
281,Italy,"Classic varietal aromas include stone fruit, crushed tomato vine, freshly cut grass and green melon. The palate offers a depth of flavors that include creamy white peach and ripe cantaloupe that are brightened by firm acidity. It closes on a flinty mineral note.",Quarz,92,60.0,Northeastern Italy,Alto Adige,,Sauvignon,Cantina Terlano
282,France,"The estate wine from Château du Cèdre is anything but simple. A powerful series of tannins and dense black fruits offer both a dark texture and great fruitiness. Acidity comes through strongly and, with the tannins, promises aging. Drink from 2017.",,92,,Southwest France,Cahors,,Malbec,Château du Cèdre
283,France,"The minty aromas indicate new wood aging as well as a ripe, polished texture. They make for a wine that has presence and structure as well as rich fruitiness, blackberry flavors and a dry, solid core. It's a sophisticated wine that can age. Drink from 2017.",Réserve,92,30.0,Bordeaux,Graves,,Bordeaux-style Red Blend,Château Haut Selve
284,US,"Made from 100% Cabernet, this wine shows the intensity of fruit that Mount Veeder is capable of expressing. It also has excellent acidity. But the tannins are astringently strong, giving a numbing sting to the palate. This certainly needs time. Give it until 2022 and beyond.",Lampyridae Vineyards,92,100.0,California,Mount Veeder,Napa,Cabernet Sauvignon,Communication Block
285,US,"Right out of the bottle, this 100% Syrah delights for its overall balance and deep, rich array of cherries and blueberries. If you pay attention, you'll find more complex layers of sautéed wild mushrooms, grilled prosciutto and toast. Dry and tannic, and would be ideal with roasted lamb.",Le Mistral Vineyard,92,35.0,California,Monterey County,Central Coast,Syrah,Baker & Brain
286,France,"There is a great balance here between the creamy fruit and the wood flavors. Apricots, ripe apples and melon are spiced with the right amount of toastiness. The wine has a rich, warm feel. It is still young, so wait until 2015 to drink.",Les Charmes Dessus,91,60.0,Burgundy,Santenay,,Chardonnay,Domaine de Bellene
287,France,"Hugely tannic at this stage, this dense and complex wine has great structure partnered with dark black fruit and licorice. There is forward bitterness, suggesting this wine needs aging. Drink from 2017.",Cuvée Germain,91,16.0,Southwest France,Côtes du Tarn,,Bordeaux-style Red Blend,Domaine D'en Ségur
288,France,"This is a ripe and smoothly textured wine. It is already finely balanced, rich with toast, apricot fruits and a tight, mineral character. It is enjoyable now but will age well until 2022.",Quintessence,91,40.0,Burgundy,Pouilly-Fuissé,,Chardonnay,Domaine Sangouard-Guyot
289,US,"Sourced from a 15-acre vineyard on Parrett Mountain, this displays single vineyard specificity. Entry is surprisingly soft, and (perhaps influenced by the name) there seems to be a pleasing clay-like quality to the mouthfeel. Clean blueberry fruit leads into a tasty, balanced finish.",Clay Court,91,60.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Elk Cove
290,France,"Still firm and closed, this is a structured wine, solidly tannic with just hints of fruit. It has a dry feel to it, firm, the acidity and red fruits coming through the leathery, dark texture. The wine needs aging, so drink from 2017.",,91,100.0,Burgundy,Clos de Vougeot,,Pinot Noir,Evening Land
291,Portugal,"Violets, truffles and ripe black fruits are present in this structured wine. It has almost too much richness, but there is plenty to admire. Solid tannins, a dark, heavy texture and complex acidity all show aging potential. Drink from 2018.",,91,18.0,Alentejano,,,Touriga Nacional,Herdade de São Miguel
292,US,"Sourced from the Chalice (estate) vineyard, this aromatic and seductive wine presents a compelling mix of tree fruits, racy acidity, and a rich, textural, open mouthfeel. The flavors of pears, orange peel and snappy spices linger deliciously through a long finish.",,91,16.0,Oregon,Oregon,Oregon Other,Pinot Gris,Iris Vineyards
293,US,"This is a gigantic Syrah, a tsunami of blackberry jam and milk chocolate, with headier notes of cassis liqueur and toasty buttered oak. That sounds sweet, but the wine is thoroughly dry. The tannins are thick, but finely ground and negotiable now. It might last in the bottle for many years, but there's no point in aging it. Enjoy now with elaborate roasts and stews.",Kruse Vineyards,91,42.0,California,Paso Robles,Central Coast,Syrah,Jack Creek
294,France,"A ripe, wood-aged wine, it's richly smoky and fruity at the same time. The blend brings out honey, ripe apricots and peach. Acidity cuts through at the end to give a final, delicious lift. Drink now, but best wait until 2015.",Cami Salié,91,,Southwest France,Jurançon Sec,,Gros and Petit Manseng,Lionel Osmin & Cie
295,US,"The hue is an elegant peach just starting to blush with pink. The wine is entirely dry, with low alcohol framing intricate flavors of peaches, limes and vanilla, brightened by crisp acidity.",Rosé of,91,20.0,California,Napa Valley,Napa,Pinot Noir,Brick & Mortar
296,Italy,"A savory Sauvignon with intensity and balance, it has aromas of cantaloupe and crushed tomato vine. The vibrant palate offers juicy green melon, pineapple and citrus together with a mineral note. Fresh acidity leaves a clean, crisp finish.",Prail,91,25.0,Northeastern Italy,Alto Adige,,Sauvignon,Colterenzio
297,Italy,"This savory Pinot Grigio has a little weight on it thanks to grape selection and 20% aging in large barrels. It delivers classic Granny Smith apple, Bartlett pear, nutmeg and flint in a creamy texture brightened by fresh acidity.",Puiten,91,23.0,Northeastern Italy,Alto Adige,,Pinot Grigio,Colterenzio
298,US,"With a light, silky mouthfeel and mouthwatering acidity, this Pinot satisfies for its rich array of raspberries, cherries, spices, cola and smoky oak. It defines the Carneros style: tart, a little earthy and ageworthy. Drink now–2019.",Estate Grown,91,38.0,California,Carneros,Napa-Sonoma,Pinot Noir,Cuvaison
299,US,"De Loach continues to impress with this Lake County vineyard-designate, a well-balanced Zin with plenty of density amid its brick tar and brambly blackberry fruit. With leveled acidity along with plenty of power, it'll both age and be pleasing to drink now, with smoky meats.",Nova Vineyard,91,32.0,California,Clear Lake,Mendocino/Lake Counties,Zinfandel,De Loach
300,US,"This standout Rocks District wine brings earth shaking aromas of black-olive brine, tapenade, green olive, stargazer lilies, orange peel and crushed gravel. The smoked meat, charcuterie and blue-fruit flavors don't hold back, bringing a lovely sense of texture and detail. It's an intense wine that completely demands your attention.",The Funk Estate,94,60.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Saviah
301,US,"Entirely estate grown from dry-farmed grapes, this white sparkles with waxy apricot and pear flavors and crisp, underlying mineral stoniness. Dry, with refreshing acidity, it doesn't skimp on mouthfeel, delivering a viscosity that's invitingly complex and lingering.",Estate Bottled,94,30.0,California,Napa Valley,Napa,Riesling,Smith-Madrone
302,Italy,"This complex and fragrant wine opens with dried violet, black plum and cooking spice aromas. The smooth, well-structured palate doles out blackberry jam, pipe tobacco, ripe black cherry, nutmeg and licorice flavors. Velvety tannins provide elegant support. Drink through 2027.",Vigneto Monte Sant'Urbano,94,85.0,Veneto,Amarone della Valpolicella Classico,,Red Blend,Speri
303,US,"From a combination of dry-farmed estate fruit and grapes sourced in Carneros, this lovely white is fermented in stainless steel, which coaxes a seamless, light-bodied crispness on the palate. Exotic white peach and briny stone highlight a heady aromatic thread of honeysuckle, ginger and wild vanilla.",White,94,30.0,California,Napa Valley,Napa,Riesling,Stony Hill
304,US,"Winemaker Bill Brosseau hits a single vineyard home run with this bottling from one of the Central Coast's oldest sites. It shows exotic plum, tangy cranberry, pine needle, juniper and pencil shaving scents on the nose. The palate is steeped in mulberry, marjoram and curry-like Indian spices, proving dynamic and delicious in the most compelling ways.",Sierra Madre Vineyard,94,65.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Testarossa
305,New Zealand,"Yields were down in 2015, but intensity is up, giving this medium-bodied, silky wine the potential to drink well through at least 2025. Hickory smoke outlines white peach before ending in a long flurry of lime zest.",Maté's Vineyard,94,57.0,Kumeu,,,Chardonnay,Kumeu River
306,US,"The estate's 13 acres were first planted in 1999. This lovely wine expresses itself with perfectly ripened black-cherry fruit, a dash of cola, and an underpinning of clean earth, complemented with a touch of mineral. The finish is superb.",Bergström Vineyard,94,90.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Bergström
307,US,"Consistently outstanding Pinot Noir producer Black Kite has done it again. This bottling comes together in a seamless symphony of aromas and flavors. Ripe fruit, subtly spicy oak and forest floor notes fill the glass. Its opulent texture unfolds into layers of baking spice, earthiness, and red and black cherry fruit, with a long, complex finish.",Angel Hawk,94,85.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Black Kite
308,US,"Powerful tannin meets subdued fruit in this layered, youthful wine. Concentrated and focused, with rose petal, sage and wild strawberry notes, it holds back teasingly before slowly unraveling to reveal velvety texture and corpulent weight.",King Ridge Vineyard Hirsch Selection,94,70.0,California,Fort Ross-Seaview,Sonoma,Pinot Noir,Blue Farm
309,US,"There is a darker fruit spectrum evident in the reserve, with notes of coffee, smoke, black fruits, a touch of charred wood all worked through, and without damping the core fruit flavors. Those bright flavors spotlight raspberry, plum and black cherry. A light cola flavor pokes through, with ripe tannins and proportionate acids. The barrel treatment is beautifully applied, adding sweet spice to the finish.",Evenstad Reserve,94,70.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Domaine Serene
310,US,"From the famous site on Westside Road outside of Healdsburg, this bold red shows orange, dark cherry and pungent earth scents, remaining savory at its core. Medium-bodied and balanced with acidity, it takes on a meaty persona seasoned with pepper, clove and black tea.",Bacigalupi Vineyard,94,60.0,California,Russian River Valley,Sonoma,Pinot Noir,Gary Farrell
311,Italy,"Elegant and savory, this vibrant white offers enticing Spanish broom, yellow stone fruit, wet stone and crushed thyme aromas. The vibrant, ethereal palate carries subtle, tantalizing layers of yellow peach, tangy tangerine, lemon drop and pineapple with lively acidity. A graphite note closes the lingering finish. Too elegant for some palates, it shows impressive balance and depth, despite the cool, wet vintage.",Contrada Salvarenza Vecchie Vigne,94,38.0,Veneto,Soave Classico,,Garganega,Gini
